FileName,Class
04-47367.wav,Sound_Drum
046578_tribal-drum-rhythms-03wav-68096.wav,Sound_Drum
054399_8039s-old-school-rap-drum-loop-80433.wav,Sound_Drum
056514_drum-40118.wav,Sound_Drum
059960_sonido2-sincopa-alta-7mp3-47316.wav,Sound_Drum
060311_rubbing-drum-sticksaif-82905.wav,Sound_Drum
065339_metal-bass-drum-90850.wav,Sound_Drum
066166_qui-c39est-qu39est-tombe-loop-t85wav-39366.wav,Sound_Drum
068320_hang-drum-2wav-80568.wav,Sound_Drum
102-bpm-boom-groove-82498.wav,Sound_Drum
109-bpm-70s-style-drum-loop-76138.wav,Sound_Drum
10_drumloop_minimal-32725.wav,Sound_Drum
120bpm_kick-build-up-98848.wav,Sound_Drum
140-bpm-amen-break-original-processed-6945 (1).wav,Sound_Drum
140-bpm-amen-break-original-processed-6945.wav,Sound_Drum
170-beat-box-hpf-loop-103412.wav,Sound_Drum
174-txls4-106297.wav,Sound_Drum
2018-11-15-22563.wav,Sound_Drum
808-boom-in-c-46330.wav,Sound_Drum
808-d3-38858.wav,Sound_Drum
80s-drums-fl-studio-70248.wav,Sound_Drum
8bit-sample-69080.wav,Sound_Drum
action-drums-78-low-67673.wav,Sound_Drum
african-98600.wav,Sound_Drum
agressive-straight-drums-105-bpm-99895.wav,Sound_Drum
alien-beeper-103420.wav,Sound_Drum
asian-gong-102397.wav,Sound_Drum
atari-st-beat-09-106443.wav,Sound_Drum
ba-dum-bum-all-74740.wav,Sound_Drum
bar-bq-chicken-drumpsticks-129354.wav,Sound_Drum
bass-loops-003-with-drums-long-loop-120-bpm-24371.wav,Sound_Drum
bass-loops-006-with-drums-long-loop-120-bpm-6111.wav,Sound_Drum
battle-preparations-6726.wav,Sound_Drum
beat-of-time-128705.wav,Sound_Drum
beatboxlong-72000.wav,Sound_Drum
big-cinematic-impact-94799.wav,Sound_Drum
boje-3-87816.wav,Sound_Drum
bongo-and-drum-instrumental-music-21295.wav,Sound_Drum
boss-rhythm-1-37451.wav,Sound_Drum
boss-sp-303-drum-rhythm-200-bpm-8437.wav,Sound_Drum
break-delay-88443.wav,Sound_Drum
brushes-loop-77bpm-by-canis-et-circensis-91191.wav,Sound_Drum
catchy-electronic-drum-solo-100-bpm-by-prettysleepy-108532.wav,Sound_Drum
chasing-drums-100-bpm-41050.wav,Sound_Drum
chill-drum-loop-6887.wav,Sound_Drum
cinematic-handpan-100bpm-25170.wav,Sound_Drum
cool-drum-beat-loop-109650.wav,Sound_Drum
cool-hiphop-beat-43890.wav,Sound_Drum
crazy-rhythm-loop-120-bpm-0015-68064.wav,Sound_Drum
crazy-rhythm-loop-120-bpm-002-68061.wav,Sound_Drum
crazy-rhythm-loop-120-bpm-006-68062.wav,Sound_Drum
dance-vol-1-7082.wav,Sound_Drum
darkbeat76bpm-87710.wav,Sound_Drum
deep-drums-42782.wav,Sound_Drum
deep-trap-beat-66414.wav,Sound_Drum
digital-pulse-140-2-122269.wav,Sound_Drum
dirty-rising-tube-32714.wav,Sound_Drum
distorted-kick-1-98539.wav,Sound_Drum
dnb-bass2-106724.wav,Sound_Drum
dnb-bassline-170-bpm-85155.wav,Sound_Drum
dr-tribal-percussion-triplet-loop-high-passed-106bpm-25935.wav,Sound_Drum
dramatic-reveal-21469.wav,Sound_Drum
drum-01-69203.wav,Sound_Drum
drum-beat-02-36276.wav,Sound_Drum
drum-beat-bpm-120-113150.wav,Sound_Drum
drum-beat-loop-3-96537.wav,Sound_Drum
drum-groove-71987.wav,Sound_Drum
drum-intro-1-113201.wav,Sound_Drum
drum-loop-140bpm-73728 (1).wav,Sound_Drum
drum-loop-140bpm-73728.wav,Sound_Drum
drum-loop-43751.wav,Sound_Drum
drum-roll-please-6386.wav,Sound_Drum
drum-solo-150-bpm-by-prettysleepy-art-12975.wav,Sound_Drum
drums-buildup-3-84503.wav,Sound_Drum
drums-dembow-rd-loop-26-13497.wav,Sound_Drum
drums-rap-type-1-oldschool-loop-22-13062.wav,Sound_Drum
DRUM_SOUND (1).wav,Sound_Drum
DRUM_SOUND (10).wav,Sound_Drum
DRUM_SOUND (11).wav,Sound_Drum
DRUM_SOUND (12).wav,Sound_Drum
DRUM_SOUND (13).wav,Sound_Drum
DRUM_SOUND (14).wav,Sound_Drum
DRUM_SOUND (15).wav,Sound_Drum
DRUM_SOUND (16).wav,Sound_Drum
DRUM_SOUND (17).wav,Sound_Drum
DRUM_SOUND (18).wav,Sound_Drum
DRUM_SOUND (19).wav,Sound_Drum
DRUM_SOUND (2).wav,Sound_Drum
DRUM_SOUND (20).wav,Sound_Drum
DRUM_SOUND (21).wav,Sound_Drum
DRUM_SOUND (22).wav,Sound_Drum
DRUM_SOUND (23).wav,Sound_Drum
DRUM_SOUND (24).wav,Sound_Drum
DRUM_SOUND (25).wav,Sound_Drum
DRUM_SOUND (26).wav,Sound_Drum
DRUM_SOUND (27).wav,Sound_Drum
DRUM_SOUND (28).wav,Sound_Drum
DRUM_SOUND (29).wav,Sound_Drum
DRUM_SOUND (3).wav,Sound_Drum
DRUM_SOUND (30).wav,Sound_Drum
DRUM_SOUND (31).wav,Sound_Drum
DRUM_SOUND (32).wav,Sound_Drum
DRUM_SOUND (33).wav,Sound_Drum
DRUM_SOUND (34).wav,Sound_Drum
DRUM_SOUND (35).wav,Sound_Drum
DRUM_SOUND (36).wav,Sound_Drum
DRUM_SOUND (37).wav,Sound_Drum
DRUM_SOUND (38).wav,Sound_Drum
DRUM_SOUND (39).wav,Sound_Drum
DRUM_SOUND (4).wav,Sound_Drum
DRUM_SOUND (40).wav,Sound_Drum
DRUM_SOUND (41).wav,Sound_Drum
DRUM_SOUND (42).wav,Sound_Drum
DRUM_SOUND (43).wav,Sound_Drum
DRUM_SOUND (44).wav,Sound_Drum
DRUM_SOUND (45).wav,Sound_Drum
DRUM_SOUND (46).wav,Sound_Drum
DRUM_SOUND (47).wav,Sound_Drum
DRUM_SOUND (48).wav,Sound_Drum
DRUM_SOUND (49).wav,Sound_Drum
DRUM_SOUND (5).wav,Sound_Drum
DRUM_SOUND (50).wav,Sound_Drum
DRUM_SOUND (51).wav,Sound_Drum
DRUM_SOUND (52).wav,Sound_Drum
DRUM_SOUND (53).wav,Sound_Drum
DRUM_SOUND (54).wav,Sound_Drum
DRUM_SOUND (55).wav,Sound_Drum
DRUM_SOUND (56).wav,Sound_Drum
DRUM_SOUND (57).wav,Sound_Drum
DRUM_SOUND (58).wav,Sound_Drum
DRUM_SOUND (59).wav,Sound_Drum
DRUM_SOUND (6).wav,Sound_Drum
DRUM_SOUND (60).wav,Sound_Drum
DRUM_SOUND (61).wav,Sound_Drum
DRUM_SOUND (62).wav,Sound_Drum
DRUM_SOUND (63).wav,Sound_Drum
DRUM_SOUND (64).wav,Sound_Drum
DRUM_SOUND (65).wav,Sound_Drum
DRUM_SOUND (66).wav,Sound_Drum
DRUM_SOUND (67).wav,Sound_Drum
DRUM_SOUND (68).wav,Sound_Drum
DRUM_SOUND (69).wav,Sound_Drum
DRUM_SOUND (7).wav,Sound_Drum
DRUM_SOUND (70).wav,Sound_Drum
DRUM_SOUND (71).wav,Sound_Drum
DRUM_SOUND (72).wav,Sound_Drum
DRUM_SOUND (73).wav,Sound_Drum
DRUM_SOUND (74).wav,Sound_Drum
DRUM_SOUND (75).wav,Sound_Drum
DRUM_SOUND (8).wav,Sound_Drum
DRUM_SOUND (9).wav,Sound_Drum
dr_ni-timpani_drums-klangraum-wort-6790.wav,Sound_Drum
dr_ni_india_01-klang-raum-wort-29461.wav,Sound_Drum
dumdum-105423.wav,Sound_Drum
dystopian-drum-12331.wav,Sound_Drum
electro-drum-beat-78-bpm-99903.wav,Sound_Drum
electronic-drum-loop-by-prettysleepy-art-12918.wav,Sound_Drum
epic-extreme-hit-109132.wav,Sound_Drum
epic-logo-6906.wav,Sound_Drum
epic_battle_music_1-6275.wav,Sound_Drum
fillin-fill-timbal-edm-reggae-loop-18-12766.wav,Sound_Drum
flying-over-the-hill-handpan-atmos-19989.wav,Sound_Drum
freedom-in-sight-130bpm-32759.wav,Sound_Drum
funk-bitxl-op-i1-34289.wav,Sound_Drum
funky-drummer-drum-kit-94738.wav,Sound_Drum
funny-light-optimistic-111775.wav,Sound_Drum
gabber-breakbeat-145bpm-wav-103637.wav,Sound_Drum
giant-kit-77973.wav,Sound_Drum
glitch-beat-001-128-bpm-99953.wav,Sound_Drum
grave-metronomico-99387.wav,Sound_Drum
grinder-drum-loop-6697.wav,Sound_Drum
grunge-bounce-drum-loop-40464.wav,Sound_Drum
happy-day-in-beach-hand-panwav-14755.wav,Sound_Drum
happy-loop-6978.wav,Sound_Drum
hard-edm-drum-loop-140-bpm-37696.wav,Sound_Drum
hard-rock-logo-108960.wav,Sound_Drum
heartbeat-fast-slowdown-31706.wav,Sound_Drum
heartbeat-foley-34902.wav,Sound_Drum
heavy-thump-drum-line-89744.wav,Sound_Drum
heavy-tribal-beat-76580.wav,Sound_Drum
hectic-808-drum-loop-32989.wav,Sound_Drum
hi-hat-rhythm-89806.wav,Sound_Drum
hihat-loop-bpm140-107127.wav,Sound_Drum
hip-hop-drum-loop-23-75663.wav,Sound_Drum
hip-hop-drum-loop-24-75662.wav,Sound_Drum
hipsnare-85814.wav,Sound_Drum
hitting-ride-bell-with-a-finger-98356.wav,Sound_Drum
hybrid-drum-groove-41326.wav,Sound_Drum
industrial-drums-2-115bpm-80848.wav,Sound_Drum
intro_ezezez-74457.wav,Sound_Drum
james-brown-type-drum-loop-120bpm-129551.wav,Sound_Drum
jungleloop-87697.wav,Sound_Drum
kastimes-drum-sample-7-35739.wav,Sound_Drum
kc-mus152-jungle-beat-63962.wav,Sound_Drum
kick-drum-f-14574.wav,Sound_Drum
kokaji-beatbox-32048.wav,Sound_Drum
lckk_118_drum_01_full-43553.wav,Sound_Drum
lets-dance-126506.wav,Sound_Drum
loop-12-107632.wav,Sound_Drum
loop-16247.wav,Sound_Drum
loopx2-90402.wav,Sound_Drum
marching-drums-drum-solo2-fx-99061.wav,Sound_Drum
mattc-hectik-beat-box-01qw-99855.wav,Sound_Drum
menu-music-28480.wav,Sound_Drum
metronomico-45663.wav,Sound_Drum
minimal-beat-81778.wav,Sound_Drum
muvibeat8_130bpm-14338.wav,Sound_Drum
muvibeat9_130bpm-14339.wav,Sound_Drum
new-9-42628.wav,Sound_Drum
odddrumloop-91606.wav,Sound_Drum
on-rd-bruce-drums-1-89708.wav,Sound_Drum
orch-006-cymbal-rollwav-14781.wav,Sound_Drum
orchestral-drums-28182.wav,Sound_Drum
RealDrum01_00HHtrain.wav,Sound_Drum
RealDrum01_00KDtrain.wav,Sound_Drum
RealDrum01_00MIX.wav,Sound_Drum
RealDrum01_00SDtrain.wav,Sound_Drum
RealDrum01_01HHtrain.wav,Sound_Drum
RealDrum01_01KDtrain.wav,Sound_Drum
RealDrum01_01MIX.wav,Sound_Drum
RealDrum01_01SDtrain.wav,Sound_Drum
RealDrum01_02HHtrain.wav,Sound_Drum
RealDrum01_02KDtrain.wav,Sound_Drum
RealDrum01_02MIX.wav,Sound_Drum
RealDrum01_02SDtrain.wav,Sound_Drum
RealDrum01_03HHtrain.wav,Sound_Drum
RealDrum01_03KDtrain.wav,Sound_Drum
RealDrum01_03MIX.wav,Sound_Drum
RealDrum01_03SDtrain.wav,Sound_Drum
RealDrum01_04HHtrain.wav,Sound_Drum
RealDrum01_04KDtrain.wav,Sound_Drum
RealDrum01_04MIX.wav,Sound_Drum
RealDrum01_04SDtrain.wav,Sound_Drum
RealDrum01_05HHtrain.wav,Sound_Drum
RealDrum01_05KDtrain.wav,Sound_Drum
RealDrum01_05MIX.wav,Sound_Drum
RealDrum01_05SDtrain.wav,Sound_Drum
RealDrum01_06HHtrain.wav,Sound_Drum
RealDrum01_06KDtrain.wav,Sound_Drum
RealDrum01_06MIX.wav,Sound_Drum
RealDrum01_06SDtrain.wav,Sound_Drum
RealDrum01_07HHtrain.wav,Sound_Drum
RealDrum01_07KDtrain.wav,Sound_Drum
RealDrum01_07MIX.wav,Sound_Drum
RealDrum01_07SDtrain.wav,Sound_Drum
RealDrum01_08HHtrain.wav,Sound_Drum
RealDrum01_08KDtrain.wav,Sound_Drum
RealDrum01_08MIX.wav,Sound_Drum
RealDrum01_08SDtrain.wav,Sound_Drum
RealDrum01_09HHtrain.wav,Sound_Drum
RealDrum01_09KDtrain.wav,Sound_Drum
RealDrum01_09MIX.wav,Sound_Drum
RealDrum01_09SDtrain.wav,Sound_Drum
RealDrum01_10HHtrain.wav,Sound_Drum
RealDrum01_10KDtrain.wav,Sound_Drum
RealDrum01_10MIX.wav,Sound_Drum
RealDrum01_10SDtrain.wav,Sound_Drum
RealDrum01_11HHtrain.wav,Sound_Drum
RealDrum01_11KDtrain.wav,Sound_Drum
RealDrum01_11MIX.wav,Sound_Drum
RealDrum01_11SDtrain.wav,Sound_Drum
RealDrum01_12HHtrain.wav,Sound_Drum
RealDrum01_12KDtrain.wav,Sound_Drum
RealDrum01_12MIX.wav,Sound_Drum
RealDrum01_12SDtrain.wav,Sound_Drum
RealDrum01_13HHtrain.wav,Sound_Drum
RealDrum01_13KDtrain.wav,Sound_Drum
RealDrum01_13MIX.wav,Sound_Drum
RealDrum01_13SDtrain.wav,Sound_Drum
TechnoDrum01_00HHtrain.wav,Sound_Drum
TechnoDrum01_00KDtrain.wav,Sound_Drum
TechnoDrum01_00MIX.wav,Sound_Drum
TechnoDrum01_00SDtrain.wav,Sound_Drum
TechnoDrum01_01HHtrain.wav,Sound_Drum
TechnoDrum01_01KDtrain.wav,Sound_Drum
TechnoDrum01_01MIX.wav,Sound_Drum
TechnoDrum01_01SDtrain.wav,Sound_Drum
TechnoDrum01_02HHtrain.wav,Sound_Drum
TechnoDrum01_02KDtrain.wav,Sound_Drum
TechnoDrum01_02MIX.wav,Sound_Drum
TechnoDrum01_02SDtrain.wav,Sound_Drum
TechnoDrum01_03HHtrain.wav,Sound_Drum
TechnoDrum01_03KDtrain.wav,Sound_Drum
TechnoDrum01_03MIX.wav,Sound_Drum
TechnoDrum01_03SDtrain.wav,Sound_Drum
TechnoDrum01_04HHtrain.wav,Sound_Drum
TechnoDrum01_04KDtrain.wav,Sound_Drum
TechnoDrum01_04MIX.wav,Sound_Drum
TechnoDrum01_04SDtrain.wav,Sound_Drum
TechnoDrum01_05HHtrain.wav,Sound_Drum
TechnoDrum01_05KDtrain.wav,Sound_Drum
TechnoDrum01_05MIX.wav,Sound_Drum
TechnoDrum01_05SDtrain.wav,Sound_Drum
TechnoDrum01_06HHtrain.wav,Sound_Drum
TechnoDrum01_06KDtrain.wav,Sound_Drum
TechnoDrum01_06MIX.wav,Sound_Drum
TechnoDrum01_06SDtrain.wav,Sound_Drum
TechnoDrum01_07HHtrain.wav,Sound_Drum
TechnoDrum01_07KDtrain.wav,Sound_Drum
TechnoDrum01_07MIX.wav,Sound_Drum
WaveDrum02_39KD (1).wav,Sound_Drum
WaveDrum02_39KD (10).wav,Sound_Drum
WaveDrum02_39KD (100).wav,Sound_Drum
WaveDrum02_39KD (101).wav,Sound_Drum
WaveDrum02_39KD (102).wav,Sound_Drum
WaveDrum02_39KD (103).wav,Sound_Drum
